Date,Open,Close,Return Close day vs Close previous day
"Aug 18, 2021","4,440.94","4,400.27",-1.07%
"Aug 17, 2021","4,462.12","4,448.08",-0.71%
"Aug 16, 2021","4,461.65","4,479.71",0.26%
"Aug 13, 2021","4,464.84","4,468.00",0.16%
"Aug 12, 2021","4,446.08","4,460.83",0.41%
"Aug 11, 2021","4,442.18","4,442.41",0.13%
"Aug 10, 2021","4,435.79","4,436.75",0.10%
"Aug 09, 2021","4,437.77","4,432.35",-0.09%
"Aug 06, 2021","4,429.07","4,436.52",0.17%
"Aug 05, 2021","4,408.86","4,429.10",0.60%
"Aug 04, 2021","4,415.95","4,402.66",-0.46%
"Aug 03, 2021","4,392.74","4,423.15",0.82%
"Aug 02, 2021","4,406.86","4,387.16",-0.18%
"Jul 30, 2021","4,395.12","4,395.26",-0.54%
"Jul 29, 2021","4,403.59","4,419.15",0.42%
"Jul 28, 2021","4,402.95","4,400.64",-0.02%
"Jul 27, 2021","4,416.38","4,401.46",-0.47%
"Jul 26, 2021","4,409.58","4,422.30",0.24%
"Jul 23, 2021","4,381.20","4,411.79",1.01%
"Jul 22, 2021","4,361.27","4,367.48",0.20%
"Jul 21, 2021","4,331.13","4,358.69",0.82%
"Jul 20, 2021","4,265.11","4,323.06",1.52%
"Jul 19, 2021","4,296.40","4,258.49",-1.59%
"Jul 16, 2021","4,367.43","4,327.16",-0.75%
"Jul 15, 2021","4,369.02","4,360.03",-0.33%
"Jul 14, 2021","4,380.11","4,374.30",0.12%
"Jul 13, 2021","4,381.07","4,369.21",-0.35%
"Jul 12, 2021","4,372.41","4,384.63",0.35%
"Jul 09, 2021","4,329.38","4,369.55",1.13%
"Jul 08, 2021","4,321.07","4,320.82",-0.86%
"Jul 07, 2021","4,351.01","4,358.13",0.34%
"Jul 06, 2021","4,356.46","4,343.54",-0.20%
"Jul 02, 2021","4,326.60","4,352.34",0.75%
"Jul 01, 2021","4,300.73","4,319.94",0.52%
"Jun 30, 2021","4,290.65","4,297.50",0.13%
"Jun 29, 2021","4,293.21","4,291.80",0.03%
"Jun 28, 2021","4,284.90","4,290.61",0.23%
"Jun 25, 2021","4,274.45","4,280.70",0.33%
"Jun 24, 2021","4,256.97","4,266.49",0.58%
"Jun 23, 2021","4,249.27","4,241.84",-0.11%
"Jun 22, 2021","4,224.61","4,246.44",0.51%
"Jun 21, 2021","4,173.40","4,224.79",1.40%
"Jun 18, 2021","4,204.78","4,166.45",-1.31%
"Jun 17, 2021","4,220.37","4,221.86",-0.04%
"Jun 16, 2021","4,248.87","4,223.70",-0.54%
"Jun 15, 2021","4,255.28","4,246.59",-0.20%
"Jun 14, 2021","4,248.31","4,255.15",0.18%
"Jun 11, 2021","4,242.90","4,247.44",0.19%
"Jun 10, 2021","4,228.56","4,239.18",0.47%
"Jun 09, 2021","4,232.99","4,219.55",-0.18%
"Jun 08, 2021","4,233.81","4,227.26",0.02%
"Jun 07, 2021","4,229.34","4,226.52",-0.08%
"Jun 04, 2021","4,206.05","4,229.89",0.88%
"Jun 03, 2021","4,191.43","4,192.85",-0.36%
"Jun 02, 2021","4,206.82","4,208.12",0.14%
"Jun 01, 2021","4,216.52","4,202.04",-0.05%
"May 28, 2021","4,210.77","4,204.11",0.08%
"May 27, 2021","4,201.94","4,200.88",0.12%
"May 26, 2021","4,191.59","4,195.99",0.19%
"May 25, 2021","4,205.94","4,188.13",-0.21%
"May 24, 2021","4,170.16","4,197.05",0.99%
"May 21, 2021","4,168.61","4,155.86",-0.08%
"May 20, 2021","4,121.97","4,159.12",1.06%
"May 19, 2021","4,098.45","4,115.68",-0.29%
"May 18, 2021","4,165.94","4,127.83",-0.85%
"May 17, 2021","4,169.92","4,163.29",-0.25%
"May 14, 2021","4,129.58","4,173.85",1.49%
"May 13, 2021","4,074.99","4,112.50",1.22%
"May 12, 2021","4,130.55","4,063.04",-2.14%
"May 11, 2021","4,150.34","4,152.10",-0.87%
"May 10, 2021","4,228.29","4,188.43",-1.04%
"May 07, 2021","4,210.34","4,232.60",0.74%
"May 06, 2021","4,169.14","4,201.62",0.82%
"May 05, 2021","4,177.06","4,167.59",0.07%
"May 04, 2021","4,179.04","4,164.66",-0.67%
"May 03, 2021","4,191.98","4,192.66",0.27%
"Apr 30, 2021","4,198.10","4,181.17",-0.72%
"Apr 29, 2021","4,206.14","4,211.47",0.68%
"Apr 28, 2021","4,185.14","4,183.18",-0.08%
"Apr 27, 2021","4,188.25","4,186.72",-0.02%
"Apr 26, 2021","4,185.03","4,187.62",0.18%
"Apr 23, 2021","4,138.78","4,180.17",1.09%
"Apr 22, 2021","4,170.46","4,134.98",-0.92%
"Apr 21, 2021","4,128.42","4,173.42",0.93%
"Apr 20, 2021","4,159.18","4,134.94",-0.68%
"Apr 19, 2021","4,179.80","4,163.26",-0.53%
"Apr 16, 2021","4,174.14","4,185.47",0.36%
"Apr 15, 2021","4,139.76","4,170.42",1.11%
"Apr 14, 2021","4,141.58","4,124.66",-0.41%
"Apr 13, 2021","4,130.10","4,141.59",0.33%
"Apr 12, 2021","4,124.71","4,127.99",-0.02%
"Apr 09, 2021","4,096.11","4,128.80",0.77%
"Apr 08, 2021","4,089.95","4,097.17",0.42%
"Apr 07, 2021","4,074.29","4,079.95",0.15%
"Apr 06, 2021","4,075.57","4,073.94",-0.10%
"Apr 05, 2021","4,034.44","4,077.91",1.44%
"Apr 01, 2021","3,992.78","4,019.87",1.18%
"Mar 31, 2021","3,967.25","3,972.89",0.36%
"Mar 30, 2021","3,963.34","3,958.55",-0.32%
"Mar 29, 2021","3,969.31","3,971.09",-0.09%
"Mar 26, 2021","3,917.12","3,974.54",1.66%
"Mar 25, 2021","3,879.34","3,909.52",0.52%
"Mar 24, 2021","3,919.93","3,889.14",-0.55%
"Mar 23, 2021","3,937.60","3,910.52",-0.76%
"Mar 22, 2021","3,916.48","3,940.59",0.70%
"Mar 19, 2021","3,913.14","3,913.10",-0.06%
"Mar 18, 2021","3,953.50","3,915.46",-1.48%
"Mar 17, 2021","3,949.57","3,974.12",0.29%
"Mar 16, 2021","3,973.59","3,962.71",-0.16%
"Mar 15, 2021","3,942.96","3,968.94",0.65%
"Mar 12, 2021","3,924.52","3,943.34",0.10%
"Mar 11, 2021","3,915.54","3,939.34",1.04%
"Mar 10, 2021","3,891.99","3,898.81",0.60%
"Mar 09, 2021","3,851.93","3,875.44",1.42%
"Mar 08, 2021","3,844.39","3,821.35",-0.54%
"Mar 05, 2021","3,793.58","3,841.94",1.95%
"Mar 04, 2021","3,818.53","3,768.47",-1.34%
"Mar 03, 2021","3,863.99","3,819.72",-1.31%
"Mar 02, 2021","3,903.64","3,870.29",-0.81%
"Mar 01, 2021","3,842.51","3,901.82",2.38%
"Feb 26, 2021","3,839.66","3,811.15",-0.48%
"Feb 25, 2021","3,915.80","3,829.34",-2.45%
"Feb 24, 2021","3,873.71","3,925.43",1.14%
"Feb 23, 2021","3,857.07","3,881.37",0.13%
"Feb 22, 2021","3,885.55","3,876.50",-0.77%
"Feb 19, 2021","3,921.16","3,906.71",-0.19%
"Feb 18, 2021","3,915.86","3,913.97",-0.44%
"Feb 17, 2021","3,918.50","3,931.33",-0.03%
"Feb 16, 2021","3,939.61","3,932.59",-0.06%
"Feb 12, 2021","3,911.65","3,934.83",0.47%
"Feb 11, 2021","3,916.40","3,916.38",0.17%
"Feb 10, 2021","3,920.78","3,909.88",-0.03%
"Feb 09, 2021","3,910.49","3,911.23",-0.11%
"Feb 08, 2021","3,892.59","3,915.59",0.74%
"Feb 05, 2021","3,878.30","3,886.83",0.39%
"Feb 04, 2021","3,836.66","3,871.74",1.09%
"Feb 03, 2021","3,840.27","3,830.17",0.10%
"Feb 02, 2021","3,791.84","3,826.31",1.39%
"Feb 01, 2021","3,731.17","3,773.86",1.61%
"Jan 29, 2021","3,778.05","3,714.24",-1.93%
"Jan 28, 2021","3,755.75","3,787.38",0.98%
"Jan 27, 2021","3,836.83","3,750.77",-2.57%
"Jan 26, 2021","3,862.96","3,849.62",-0.15%
"Jan 25, 2021","3,851.68","3,855.36",0.36%
"Jan 22, 2021","3,844.24","3,841.47",-0.30%
"Jan 21, 2021","3,857.46","3,853.07",0.03%
"Jan 20, 2021","3,816.22","3,851.85",1.39%
"Jan 19, 2021","3,781.88","3,798.91",0.81%
"Jan 15, 2021","3,788.73","3,768.25",-0.72%
"Jan 14, 2021","3,814.98","3,795.54",-0.38%
"Jan 13, 2021","3,802.23","3,809.84",0.23%
"Jan 12, 2021","3,801.62","3,801.19",0.04%
"Jan 11, 2021","3,803.14","3,799.61",-0.66%
"Jan 08, 2021","3,815.05","3,824.68",0.55%
"Jan 07, 2021","3,764.71","3,803.79",1.48%
"Jan 06, 2021","3,712.20","3,748.14",0.57%
"Jan 05, 2021","3,698.02","3,726.86",0.71%
"Jan 04, 2021","3,764.61","3,700.65",-1.48%
"Dec 31, 2020","3,733.27","3,756.07",0.64%
"Dec 30, 2020","3,736.19","3,732.04",0.13%
"Dec 29, 2020","3,750.01","3,727.04",-0.22%
"Dec 28, 2020","3,723.03","3,735.36",0.87%
"Dec 24, 2020","3,694.03","3,703.06",0.35%
"Dec 23, 2020","3,693.42","3,690.01",0.07%
"Dec 22, 2020","3,698.08","3,687.26",-0.21%
"Dec 21, 2020","3,684.28","3,694.92",-0.39%
"Dec 18, 2020","3,722.39","3,709.41",-0.35%
"Dec 17, 2020","3,713.65","3,722.48",0.58%
"Dec 16, 2020","3,696.25","3,701.17",0.18%
"Dec 15, 2020","3,666.41","3,694.62",1.29%
"Dec 14, 2020","3,675.27","3,647.49",-0.44%
"Dec 11, 2020","3,656.08","3,663.46",-0.13%
"Dec 10, 2020","3,659.13","3,668.10",-0.13%
"Dec 09, 2020","3,705.98","3,672.82",-0.79%
"Dec 08, 2020","3,683.05","3,702.25",0.28%
"Dec 07, 2020","3,694.73","3,691.96",-0.19%
"Dec 04, 2020","3,670.94","3,699.12",0.88%
"Dec 03, 2020","3,668.28","3,666.72",-0.06%
"Dec 02, 2020","3,653.78","3,669.01",0.18%
"Dec 01, 2020","3,645.87","3,662.45",1.13%
"Nov 30, 2020","3,634.18","3,621.63",-0.46%
"Nov 27, 2020","3,638.55","3,638.35",0.24%
"Nov 25, 2020","3,635.50","3,629.65",-0.16%
"Nov 24, 2020","3,594.52","3,635.41",1.62%
"Nov 23, 2020","3,566.82","3,577.59",0.56%
"Nov 20, 2020","3,579.31","3,557.54",-0.68%
"Nov 19, 2020","3,559.41","3,581.87",0.39%
"Nov 18, 2020","3,612.09","3,567.79",-1.16%
"Nov 17, 2020","3,610.31","3,609.53",-0.48%
"Nov 16, 2020","3,600.16","3,626.91",1.16%
"Nov 13, 2020","3,552.57","3,585.15",1.36%
"Nov 12, 2020","3,562.67","3,537.01",-1.00%
"Nov 11, 2020","3,563.22","3,572.66",0.77%
"Nov 10, 2020","3,543.26","3,545.53",-0.14%
"Nov 09, 2020","3,583.04","3,550.50",1.17%
"Nov 06, 2020","3,508.34","3,509.44",-0.03%
"Nov 05, 2020","3,485.74","3,510.45",1.95%
"Nov 04, 2020","3,406.46","3,443.44",2.20%
"Nov 03, 2020","3,336.25","3,369.16",1.78%
"Nov 02, 2020","3,296.20","3,310.24",1.23%
"Oct 30, 2020","3,293.59","3,269.96",-1.21%
"Oct 29, 2020","3,277.17","3,310.11",1.19%
"Oct 28, 2020","3,342.48","3,271.03",-3.53%
"Oct 27, 2020","3,403.15","3,390.68",-0.30%
"Oct 26, 2020","3,441.42","3,400.97",-1.86%
"Oct 23, 2020","3,464.90","3,465.39",0.34%
"Oct 22, 2020","3,438.50","3,453.49",0.52%
"Oct 21, 2020","3,439.91","3,435.56",-0.22%
"Oct 20, 2020","3,439.38","3,443.12",0.47%
"Oct 19, 2020","3,493.66","3,426.92",-1.63%
"Oct 16, 2020","3,493.50","3,483.81",0.01%
"Oct 15, 2020","3,453.72","3,483.34",-0.15%
"Oct 14, 2020","3,515.47","3,488.67",-0.66%
"Oct 13, 2020","3,534.01","3,511.93",-0.63%
"Oct 12, 2020","3,500.02","3,534.22",1.64%
"Oct 09, 2020","3,459.67","3,477.14",0.88%
"Oct 08, 2020","3,434.28","3,446.83",0.80%
"Oct 07, 2020","3,384.56","3,419.44",1.74%
"Oct 06, 2020","3,408.74","3,360.97",-1.40%
"Oct 05, 2020","3,367.27","3,408.60",1.80%
"Oct 02, 2020","3,338.94","3,348.42",-0.96%
"Oct 01, 2020","3,385.87","3,380.80",0.53%
"Sep 30, 2020","3,341.21","3,363.00",0.83%
"Sep 29, 2020","3,350.92","3,335.47",-0.48%
"Sep 28, 2020","3,333.90","3,351.60",1.61%
"Sep 25, 2020","3,236.66","3,298.46",1.60%
"Sep 24, 2020","3,226.14","3,246.59",0.30%
"Sep 23, 2020","3,320.11","3,236.92",-2.37%
"Sep 22, 2020","3,295.75","3,315.57",1.05%
"Sep 21, 2020","3,285.57","3,281.06",-1.16%
"Sep 18, 2020","3,357.38","3,319.47",-1.12%
"Sep 17, 2020","3,346.86","3,357.01",-0.84%
"Sep 16, 2020","3,411.23","3,385.49",-0.46%
"Sep 15, 2020","3,407.73","3,401.20",0.52%
"Sep 14, 2020","3,363.56","3,383.54",1.27%
"Sep 11, 2020","3,352.70","3,340.97",0.05%
"Sep 10, 2020","3,412.56","3,339.19",-1.76%
"Sep 09, 2020","3,369.82","3,398.96",2.01%
"Sep 08, 2020","3,371.88","3,331.84",-2.78%
"Sep 04, 2020","3,453.60","3,426.96",-0.81%
"Sep 03, 2020","3,564.74","3,455.06",-3.51%
"Sep 02, 2020","3,543.76","3,580.84",1.54%
"Sep 01, 2020","3,507.44","3,526.65",0.75%
"Aug 31, 2020","3,509.73","3,500.31",-0.22%
"Aug 28, 2020","3,494.69","3,508.01",0.67%
"Aug 27, 2020","3,485.14","3,484.55",0.17%
"Aug 26, 2020","3,449.97","3,478.73",1.02%
"Aug 25, 2020","3,435.95","3,443.62",0.36%
"Aug 24, 2020","3,418.09","3,431.28",1.00%
"Aug 21, 2020","3,386.01","3,397.16",0.34%
"Aug 20, 2020","3,360.48","3,385.51",0.32%
"Aug 19, 2020","3,392.51","3,374.85",-0.44%
"Aug 18, 2020","3,387.04","3,389.78",0.23%
"Aug 17, 2020","3,380.86","3,381.99",0.27%
"Aug 14, 2020","3,368.66","3,372.85",-0.02%
"Aug 13, 2020","3,372.95","3,373.43",-0.20%
"Aug 12, 2020","3,355.46","3,380.35",1.40%
"Aug 11, 2020","3,370.34","3,333.69",-0.80%
"Aug 10, 2020","3,356.04","3,360.47",0.27%
"Aug 07, 2020","3,340.05","3,351.28",0.06%
"Aug 06, 2020","3,323.17","3,349.16",0.64%
"Aug 05, 2020","3,317.37","3,327.77",0.64%
"Aug 04, 2020","3,289.92","3,306.51",0.36%
"Aug 03, 2020","3,288.26","3,294.61",0.72%
"Jul 31, 2020","3,270.45","3,271.12",0.77%
"Jul 30, 2020","3,231.76","3,246.22",-0.38%
"Jul 29, 2020","3,227.22","3,258.44",1.24%
"Jul 28, 2020","3,234.27","3,218.44",-0.65%
"Jul 27, 2020","3,219.84","3,239.41",0.74%
"Jul 24, 2020","3,218.58","3,215.63",-0.62%
"Jul 23, 2020","3,271.64","3,235.66",-1.23%
"Jul 22, 2020","3,254.86","3,276.02",0.57%
"Jul 21, 2020","3,268.52","3,257.30",0.17%
"Jul 20, 2020","3,224.29","3,251.84",0.84%
"Jul 17, 2020","3,224.21","3,224.73",0.28%
"Jul 16, 2020","3,208.36","3,215.57",-0.34%
"Jul 15, 2020","3,225.98","3,226.56",0.91%
"Jul 14, 2020","3,141.11","3,197.52",1.34%
"Jul 13, 2020","3,205.08","3,155.22",-0.94%
"Jul 10, 2020","3,152.47","3,185.04",1.05%
"Jul 09, 2020","3,176.17","3,152.05",-0.56%
"Jul 08, 2020","3,153.07","3,169.94",0.78%
"Jul 07, 2020","3,166.44","3,145.32",-1.08%
"Jul 06, 2020","3,155.29","3,179.72",1.59%
"Jul 02, 2020","3,143.64","3,130.01",0.45%
"Jul 01, 2020","3,105.92","3,115.86",0.50%
"Jun 30, 2020","3,050.20","3,100.29",1.54%
"Jun 29, 2020","3,018.59","3,053.24",1.47%
"Jun 26, 2020","3,073.20","3,009.05",-2.42%
"Jun 25, 2020","3,046.60","3,083.76",1.10%
"Jun 24, 2020","3,114.40","3,050.33",-2.59%
"Jun 23, 2020","3,138.70","3,131.29",0.43%
"Jun 22, 2020","3,094.42","3,117.86",0.65%
"Jun 19, 2020","3,140.29","3,097.74",-0.56%
"Jun 18, 2020","3,101.64","3,115.34",0.06%
"Jun 17, 2020","3,136.13","3,113.49",-0.36%
"Jun 16, 2020","3,131.00","3,124.74",1.90%
"Jun 15, 2020","2,993.76","3,066.59",0.83%
"Jun 12, 2020","3,071.04","3,041.31",1.31%
"Jun 11, 2020","3,123.53","3,002.10",-5.89%
"Jun 10, 2020","3,213.42","3,190.14",-0.53%
"Jun 09, 2020","3,213.32","3,207.18",-0.78%
"Jun 08, 2020","3,199.92","3,232.39",1.20%
"Jun 05, 2020","3,163.84","3,193.93",2.62%
"Jun 04, 2020","3,111.56","3,112.35",-0.34%
"Jun 03, 2020","3,098.90","3,122.87",1.36%
"Jun 02, 2020","3,064.78","3,080.82",0.82%
"Jun 01, 2020","3,038.78","3,055.73",0.38%
"May 29, 2020","3,025.17","3,044.31",0.48%
"May 28, 2020","3,046.61","3,029.73",-0.21%
"May 27, 2020","3,015.65","3,036.13",1.48%
"May 26, 2020","3,004.08","2,991.77",1.23%
"May 22, 2020","2,948.05","2,955.45",0.24%
"May 21, 2020","2,969.95","2,948.51",-0.78%
"May 20, 2020","2,953.63","2,971.61",1.67%
"May 19, 2020","2,948.59","2,922.94",-1.05%
"May 18, 2020","2,913.86","2,953.91",3.15%
"May 15, 2020","2,829.95","2,863.70",0.39%
"May 14, 2020","2,794.54","2,852.50",1.15%
"May 13, 2020","2,865.86","2,820.00",-1.75%
"May 12, 2020","2,939.50","2,870.12",-2.05%
"May 11, 2020","2,915.46","2,930.19",0.01%
"May 08, 2020","2,908.83","2,929.80",1.69%
"May 07, 2020","2,878.26","2,881.19",1.15%
"May 06, 2020","2,883.14","2,848.42",-0.70%
"May 05, 2020","2,868.88","2,868.44",0.90%
"May 04, 2020","2,815.01","2,842.74",0.42%
"May 01, 2020","2,869.09","2,830.71",-2.81%
"Apr 30, 2020","2,930.91","2,912.43",-0.92%
"Apr 29, 2020","2,918.46","2,939.51",2.66%
"Apr 28, 2020","2,909.96","2,863.39",-0.52%
"Apr 27, 2020","2,854.65","2,878.48",1.47%
"Apr 24, 2020","2,812.64","2,836.74",1.39%
"Apr 23, 2020","2,810.42","2,797.80",-0.05%
"Apr 22, 2020","2,787.89","2,799.31",2.29%
"Apr 21, 2020","2,784.81","2,736.56",-3.07%
"Apr 20, 2020","2,845.62","2,823.16",-1.79%
"Apr 17, 2020","2,842.43","2,874.56",2.68%
"Apr 16, 2020","2,799.34","2,799.55",0.58%
"Apr 15, 2020","2,795.64","2,783.36",-2.20%
"Apr 14, 2020","2,805.10","2,846.06",3.06%
"Apr 13, 2020","2,782.46","2,761.63",-1.01%
"Apr 09, 2020","2,776.99","2,789.82",1.45%
"Apr 08, 2020","2,685.00","2,749.98",3.41%
"Apr 07, 2020","2,738.65","2,659.41",-0.16%
"Apr 06, 2020","2,578.28","2,663.68",7.03%
"Apr 03, 2020","2,514.92","2,488.65",-1.51%
"Apr 02, 2020","2,458.54","2,526.90",2.28%
"Apr 01, 2020","2,498.08","2,470.50",-4.41%
"Mar 31, 2020","2,614.69","2,584.59",-1.60%
"Mar 30, 2020","2,558.98","2,626.65",3.35%
"Mar 27, 2020","2,555.87","2,541.47",-3.37%
"Mar 26, 2020","2,501.29","2,630.07",6.24%
"Mar 25, 2020","2,457.77","2,475.56",1.15%
"Mar 24, 2020","2,344.44","2,447.33",9.38%
"Mar 23, 2020","2,290.71","2,237.40",-2.93%
"Mar 20, 2020","2,431.94","2,304.92",-4.34%
"Mar 19, 2020","2,393.48","2,409.39",0.47%
"Mar 18, 2020","2,436.50","2,398.10",-5.18%
"Mar 17, 2020","2,425.66","2,529.19",6.00%
"Mar 16, 2020","2,508.59","2,386.13",-11.98%
"Mar 13, 2020","2,569.99","2,711.02",9.29%
"Mar 12, 2020","2,630.86","2,480.64",-9.51%
"Mar 11, 2020","2,825.60","2,741.38",-4.89%
"Mar 10, 2020","2,813.48","2,882.23",4.94%
"Mar 09, 2020","2,863.89","2,746.56",-7.60%
"Mar 06, 2020","2,954.20","2,972.37",-1.71%
"Mar 05, 2020","3,075.70","3,023.94",-3.39%
"Mar 04, 2020","3,045.75","3,130.12",4.22%
"Mar 03, 2020","3,096.46","3,003.37",-2.81%
"Mar 02, 2020","2,974.28","3,090.23",4.60%
"Feb 28, 2020","2,916.90","2,954.22",-0.82%
"Feb 27, 2020","3,062.54","2,978.76",-4.42%
"Feb 26, 2020","3,139.90","3,116.39",-0.38%
"Feb 25, 2020","3,238.94","3,128.21",-3.03%
"Feb 24, 2020","3,257.61","3,225.89",-3.35%
"Feb 21, 2020","3,360.50","3,337.75",-1.05%
"Feb 20, 2020","3,380.45","3,373.23",-0.38%
"Feb 19, 2020","3,380.39","3,386.15",0.47%
"Feb 18, 2020","3,369.04","3,370.29",-0.29%
"Feb 14, 2020","3,378.08","3,380.16",0.18%
"Feb 13, 2020","3,365.90","3,373.94",-0.16%
"Feb 12, 2020","3,370.50","3,379.45",0.65%
"Feb 11, 2020","3,365.87","3,357.75",0.17%
"Feb 10, 2020","3,318.28","3,352.09",0.73%
"Feb 07, 2020","3,335.54","3,327.71",-0.54%
"Feb 06, 2020","3,344.92","3,345.78",0.33%
"Feb 05, 2020","3,324.91","3,334.69",1.13%
"Feb 04, 2020","3,280.61","3,297.59",1.50%
"Feb 03, 2020","3,235.66","3,248.92",0.73%
"Jan 31, 2020","3,282.33","3,225.52",-1.77%
"Jan 30, 2020","3,256.45","3,283.66",0.31%
"Jan 29, 2020","3,289.46","3,273.40",-0.09%
"Jan 28, 2020","3,255.35","3,276.24",1.01%
"Jan 27, 2020","3,247.16","3,243.63",-1.57%
"Jan 24, 2020","3,333.10","3,295.47",-0.90%
"Jan 23, 2020","3,315.77","3,325.54",0.11%
"Jan 22, 2020","3,330.02","3,321.75",0.03%
"Jan 21, 2020","3,321.03","3,320.79",-0.27%
"Jan 17, 2020","3,323.66","3,329.62",0.39%
"Jan 16, 2020","3,302.97","3,316.81",0.84%
"Jan 15, 2020","3,282.27","3,289.29",0.19%
"Jan 14, 2020","3,285.35","3,283.15",-0.15%
"Jan 13, 2020","3,271.13","3,288.13",0.70%
"Jan 10, 2020","3,281.81","3,265.35",-0.29%
"Jan 09, 2020","3,266.03","3,274.70",0.67%
"Jan 08, 2020","3,238.59","3,253.05",0.49%
"Jan 07, 2020","3,241.86","3,237.18",-0.28%
"Jan 06, 2020","3,217.55","3,246.28",0.35%
"Jan 03, 2020","3,226.36","3,234.85",-0.71%
"Jan 02, 2020","3,244.67","3,257.85",0.84%
"Dec 31, 2019","3,215.18","3,230.78",0.29%
"Dec 30, 2019","3,240.09","3,221.29",-0.58%
"Dec 27, 2019","3,247.23","3,240.02",0.00%
"Dec 26, 2019","3,227.20","3,239.91",0.51%
"Dec 24, 2019","3,225.45","3,223.38",-0.02%
"Dec 23, 2019","3,226.05","3,224.01",0.09%
"Dec 20, 2019","3,223.33","3,221.22",0.49%
"Dec 19, 2019","3,192.32","3,205.37",0.45%
"Dec 18, 2019","3,195.21","3,191.14",-0.04%
"Dec 17, 2019","3,195.40","3,192.52",0.03%
"Dec 16, 2019","3,183.63","3,191.45",0.71%
"Dec 13, 2019","3,166.65","3,168.80",0.01%
"Dec 12, 2019","3,141.23","3,168.57",0.86%
"Dec 11, 2019","3,135.75","3,141.63",0.29%
"Dec 10, 2019","3,135.36","3,132.52",-0.11%
"Dec 09, 2019","3,141.86","3,135.96",-0.32%
"Dec 06, 2019","3,134.62","3,145.91",0.91%
"Dec 05, 2019","3,119.21","3,117.43",0.15%
"Dec 04, 2019","3,103.50","3,112.76",0.63%
"Dec 03, 2019","3,087.41","3,093.20",-0.66%
"Dec 02, 2019","3,143.85","3,113.87",-0.86%
"Nov 29, 2019","3,147.18","3,140.98",-0.40%
"Nov 27, 2019","3,145.49","3,153.63",0.42%
"Nov 26, 2019","3,134.85","3,140.52",0.22%
"Nov 25, 2019","3,117.44","3,133.64",0.75%
"Nov 22, 2019","3,111.41","3,110.29",0.22%
"Nov 21, 2019","3,108.49","3,103.54",-0.16%
"Nov 20, 2019","3,114.66","3,108.46",-0.38%
"Nov 19, 2019","3,127.45","3,120.18",-0.06%
"Nov 18, 2019","3,117.91","3,122.03",0.05%
"Nov 15, 2019","3,107.92","3,120.46",0.77%
"Nov 14, 2019","3,090.75","3,096.63",0.08%
"Nov 13, 2019","3,084.18","3,094.04",0.07%
"Nov 12, 2019","3,089.28","3,091.84",0.16%
"Nov 11, 2019","3,080.33","3,087.01",-0.20%
"Nov 08, 2019","3,081.25","3,093.08",0.26%
"Nov 07, 2019","3,087.02","3,085.18",0.27%
"Nov 06, 2019","3,075.10","3,076.78",0.07%
"Nov 05, 2019","3,080.80","3,074.62",-0.12%
"Nov 04, 2019","3,078.96","3,078.27",0.37%
"Nov 01, 2019","3,050.72","3,066.91",0.97%
"Oct 31, 2019","3,046.90","3,037.56",-0.30%
"Oct 30, 2019","3,039.74","3,046.77",0.33%
"Oct 29, 2019","3,035.39","3,036.89",-0.08%
"Oct 28, 2019","3,032.12","3,039.42",0.56%
"Oct 25, 2019","3,003.32","3,022.55",0.41%
"Oct 24, 2019","3,014.78","3,010.29",0.19%
"Oct 23, 2019","2,994.01","3,004.52",0.28%
"Oct 22, 2019","3,010.73","2,995.99",-0.36%
"Oct 21, 2019","2,996.48","3,006.72",0.69%
"Oct 18, 2019","2,996.84","2,986.20",-0.39%
"Oct 17, 2019","3,000.77","2,997.95",0.28%
"Oct 16, 2019","2,989.68","2,989.69",-0.20%
"Oct 15, 2019","2,973.61","2,995.68",1.00%
"Oct 14, 2019","2,965.81","2,966.15",-0.14%
"Oct 11, 2019","2,963.07","2,970.27",1.09%
"Oct 10, 2019","2,918.55","2,938.13",0.64%
"Oct 09, 2019","2,911.10","2,919.40",0.91%
"Oct 08, 2019","2,920.40","2,893.06",-1.56%
"Oct 07, 2019","2,944.23","2,938.79",-0.45%
"Oct 04, 2019","2,918.56","2,952.01",1.42%
"Oct 03, 2019","2,885.38","2,910.63",0.80%
"Oct 02, 2019","2,924.78","2,887.61",-1.79%
"Oct 01, 2019","2,983.69","2,940.25",-1.23%
"Sep 30, 2019","2,967.07","2,976.74",0.50%
"Sep 27, 2019","2,985.47","2,961.79",-0.53%
"Sep 26, 2019","2,985.73","2,977.62",-0.24%
"Sep 25, 2019","2,968.35","2,984.87",0.62%
"Sep 24, 2019","3,002.43","2,966.60",-0.84%
"Sep 23, 2019","2,983.50","2,991.78",-0.01%
"Sep 20, 2019","3,008.42","2,992.07",-0.49%
"Sep 19, 2019","3,010.36","3,006.79",0.00%
"Sep 18, 2019","3,001.50","3,006.73",0.03%
"Sep 17, 2019","2,995.67","3,005.70",0.26%
"Sep 16, 2019","2,996.41","2,997.96",-0.31%
"Sep 13, 2019","3,012.21","3,007.39",-0.07%
"Sep 12, 2019","3,009.08","3,009.57",0.29%
"Sep 11, 2019","2,981.41","3,000.93",0.72%
"Sep 10, 2019","2,971.01","2,979.39",0.03%
"Sep 09, 2019","2,988.43","2,978.43",-0.01%
"Sep 06, 2019","2,980.33","2,978.71",0.09%
"Sep 05, 2019","2,960.60","2,976.00",1.30%
"Sep 04, 2019","2,924.67","2,937.78",1.08%
